"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"South Hotel Suites","Khamis Mushayt Show on map","SAR 450","1 night, 1 adult","Deluxe Suite","3 beds
(2 singles, 1 extra-large double)","8.9","Fabulous","351 reviews","/hotel/sa/jnh-swth-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=500070801_327197021_4_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=180&highlighted_blocks=500070801_327197021_4_1_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=500070801_327197021_4_1_0__45000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Waleed Tower Hotel","Makkah Show on map","SAR 118","1 night, 1 adult","Double Room","1 extra-large double bed","8.2","Very good","2,810 reviews","/hotel/sa/fndq-brj-lwlyd-makkah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=177154201_91005178_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=181&highlighted_blocks=177154201_91005178_2_0_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=177154201_91005178_2_0_0__11800&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Habitat Hotel All Suites - Jeddah","Al Salamah, Jeddah Show on map","SAR 500","1 night, 1 adult","Junior Suite with Twin Bed","3 beds
(2 singles, 1 sofa bed)","8.0","Very good","2,220 reviews","/hotel/sa/habitat.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=23774805_122099436_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=182&highlighted_blocks=23774805_122099436_2_0_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=23774805_122099436_2_0_0__50000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Grand Silverton Hotel","Al Khobar Show on map","SAR 450","1 night, 1 adult","Superior Double Room","1 extra-large double bed","8.2","Very good","2,568 reviews","/hotel/sa/jrnd-slfrtwn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=515064013_277087882_0_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=183&highlighted_blocks=515064013_277087882_0_42_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=515064013_277087882_0_42_0__45000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Dar Al Tawhid Intercontinental Makkah, an IHG Hotel","Makkah Show on map","SAR 690","1 night, 1 adult","Standard Room","2 single beds","8.8","Fabulous","5,319 reviews","/hotel/sa/dar-al-tawhid-intercontinental-makkah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=27869507_246100492_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=184&highlighted_blocks=27869507_246100492_2_42_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=27869507_246100492_2_42_0__69000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"RAND by Wandalus (Formerly Coral Riyadh Suliemaniah)","Al Sulimania, Riyadh Show on map","SAR 400","1 night, 1 adult","Deluxe Double Room","1 large double bed","7.6","Good","597 reviews","/hotel/sa/coral-al-suliemaniah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=17393703_221372629_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=185&highlighted_blocks=17393703_221372629_0_2_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=17393703_221372629_0_2_0__40000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Gardens View","Taif Show on map","SAR 243","1 night, 1 adult","One-Bedroom Apartment","1 extra-large double bed","7.3","Good","318 reviews","/hotel/sa/mtl-lhdy-q-llwhdt-lskny-lmfrwsh-lty-f.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=575353902_331856663_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=186&highlighted_blocks=575353902_331856663_0_0_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=575353902_331856663_0_0_0__24300&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Howard Johnson Dammam Hotel","Dammam Show on map","SAR 349","1 night, 1 adult","King Room with City View - Non-Smoking","","7.7","Good","1,868 reviews","/hotel/sa/johnson-cornich-hotel-dammam.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=35241718_88675729_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=187&highlighted_blocks=35241718_88675729_2_2_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=35241718_88675729_2_2_0__34900&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Ramla Al Hamra Hotel","Taif Show on map","SAR 254","1 night, 1 adult","One-Bedroom Suite","1 large double bed","8.4","Very good","592 reviews","/hotel/sa/lrml-lhmr-llwhdt-lskny-lfkhr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=119717701_326735766_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=188&highlighted_blocks=119717701_326735766_2_0_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=119717701_326735766_2_0_0__25440&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Rahaa Furnished Units","Abha Show on map","SAR 169","1 night, 1 adult","One-Bedroom Apartment","1 large double bed","7.8","Good","1,378 reviews","/hotel/sa/lrh-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=349266702_200936172_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=189&highlighted_blocks=349266702_200936172_2_0_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=349266702_200936172_2_0_0__16900&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mandaren Suites","Taif Show on map","SAR 400","1 night, 1 adult","Two-Bedroom Apartment","3 beds
(2 singles, 1 large double)","8.7","Fabulous","251 reviews","/hotel/sa/mndryn-ll-jnh-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=725251401_325954955_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=190&highlighted_blocks=725251401_325954955_0_0_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=725251401_325954955_0_0_0__40000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Rawda Jewel Apartment Hotel","Al Rawda, Jeddah Show on map","SAR 245","1 night, 1 adult","Deluxe Apartment","1 double bed","8.0","Very good","512 reviews","/hotel/sa/jwhr-lrwd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=494284002_222288230_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=191&highlighted_blocks=494284002_222288230_2_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=494284002_222288230_2_0_0__24500&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Dior Inn Hotel","Hera Street, Jeddah Show on map","SAR 360","1 night, 1 adult","Superior King Room","1 extra-large double bed","9.0","Superb","1,411 reviews","/hotel/sa/dior-inn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=396406501_123337699_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=192&highlighted_blocks=396406501_123337699_2_0_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=396406501_123337699_2_0_0__36000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Elite Suites Hotel - Al sahafah","Riyadh Show on map","SAR 450","1 night, 1 adult","One-Bedroom Apartment","1 extra-large double bed","7.9","Good","569 reviews","/hotel/sa/elite-suites-al-sahafah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=211526901_108179806_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=193&highlighted_blocks=211526901_108179806_2_0_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=211526901_108179806_2_0_0__45000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Makkah Towers","Makkah Show on map","SAR 350","1 night, 1 adult","2 Single Guestroom City View","3 beds
(2 singles, 1 sofa bed)","8.0","Very good","6,138 reviews","/hotel/sa/makkah-towers.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=25085507_334247799_2_34_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=194&highlighted_blocks=25085507_334247799_2_34_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=25085507_334247799_2_34_0__35000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Nadra Furnished Apartments","Taif Show on map","SAR 300","1 night, 1 adult","Two-Bedroom Apartment","3 beds
(2 singles, 1 extra-large double)","6.8","Review score","268 reviews","/hotel/sa/ndr-lwsm-llwhdt-lskny-lmshrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=407993601_265822310_5_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=195&highlighted_blocks=407993601_265822310_5_0_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=407993601_265822310_5_0_0__30000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Ahsa InterContinental, an IHG Hotel","Al Hofuf Show on map","SAR 602","1 night, 1 adult","Deluxe King Room - Non-Smoking","1 extra-large double bed","8.1","Very good","996 reviews","/hotel/sa/al-ahsa-intercontinental.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=18489925_244931258_1_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=196&highlighted_blocks=18489925_244931258_1_42_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=18489925_244931258_1_42_0__60189&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Andalus Habitat Hotel","Al Andalus, Jeddah Show on map","SAR 596","1 night, 1 adult","Studio with Sofa Bed","1 extra-large double bed","8.6","Fabulous","384 reviews","/hotel/sa/andalus-habitat.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=655492501_295708234_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=197&highlighted_blocks=655492501_295708234_2_0_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=655492501_295708234_2_0_0__59594&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Sadeem Hotel Suites2","Jeddah Show on map","SAR 449","1 night, 1 adult","Two-Bedroom Suite","3 beds
(2 singles, 1 extra-large double)","8.3","Very good","405 reviews","/hotel/sa/jnh-sdym-lfndqyh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=296746801_275605933_4_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=198&highlighted_blocks=296746801_275605933_4_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=296746801_275605933_4_0_0__44910&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Iwan Alandalusia Al Ajaweed","Jeddah Show on map","SAR 230","1 night, 1 adult","Deluxe Double or Twin Room","2 single beds","7.8","Good","444 reviews","/hotel/sa/ywn-lndlsy-l-jwyd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=383212503_121215726_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=199&highlighted_blocks=383212503_121215726_0_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=383212503_121215726_0_0_0__23000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Sea Club Resort(Families only)","Dammam Show on map","SAR 1,000","1 night, 1 adult","Three-Bedroom Chalet with Private Pool","5 beds
(4 singles, 1 extra-large double)","7.3","Good","681 reviews","/hotel/sa/mntj-lndy-lbhry-bldmm.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=ee4a7dbe2b92d67c34dd872124db9420&all_sr_blocks=308338003_213902005_6_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=200&highlighted_blocks=308338003_213902005_6_0_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=308338003_213902005_6_0_0__100000&srepoch=1634411056&srpvid=a4a2861737f9008c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
