"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Al Louloah Al Baraqah Furnished Apartments","Jeddah Show on map","SAR 176","1 night, 1 adult","Standard Single Room","1 single bed","8.5","Very good","87 reviews","/hotel/sa/llw-lw-lbrq-jeddah1.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=570246501_217927630_1_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=264&highlighted_blocks=570246501_217927630_1_0_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=570246501_217927630_1_0_0__17550&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v16kzDA-XL&from=searchresults
;highlight_room=#hotelTmpl"
"Habitat All Suites, Al Khobar","Al Khobar Show on map","SAR 903","1 night, 1 adult","Royal Suite","1 extra-large double bed","7.7","Good","3,802 reviews","/hotel/sa/habitat-all-suites-al-khobar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=159305007_273972004_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=265&highlighted_blocks=159305007_273972004_0_2_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=159305007_273972004_0_2_0__90250&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1OJjISbaa&from=searchresults
;highlight_room=#hotelTmpl"
"Rahat Al Bal Furnished Units","Al Tahlia Street, Jeddah Show on map","SAR 204","1 night, 1 adult","Family Studio","2 single beds","8.2","Very good","293 reviews","/hotel/sa/rh-lbl-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=318201905_175247594_1_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=266&highlighted_blocks=318201905_175247594_1_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=318201905_175247594_1_0_0__20400&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1kTbvRv_A&from=searchresults
;highlight_room=#hotelTmpl"
"Season Star Hotel Madinah فندق سيزون ستار المدينة","Al Madinah Show on map","SAR 280","1 night, 1 adult","Deluxe Twin Room","2 single beds","8.9","Fabulous","254 reviews","/hotel/sa/season-star-madinah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=651688503_335440579_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=267&highlighted_blocks=651688503_335440579_2_2_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=651688503_335440579_2_2_0__27995&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1JTQRYy0W&from=searchresults
;highlight_room=#hotelTmpl"
"Al Balad Inn Corniche","Al Shatiea, Jeddah Show on map","SAR 333","1 night, 1 adult","Junior Suite","1 large double bed","7.3","Good","582 reviews","/hotel/sa/retaj-al-madinah-furnished-units.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=100605611_295260339_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=268&highlighted_blocks=100605611_295260339_2_2_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=100605611_295260339_2_2_0__33250&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1yPMF1izM&from=searchresults
;highlight_room=#hotelTmpl"
"Dara Hamra","Al Hamra, Jeddah Show on map","SAR 520","1 night, 1 adult","Studio Apartment","1 large double bed","8.7","Fabulous","1,092 reviews","/hotel/sa/shada-homes-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=39372805_90310446_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=269&highlighted_blocks=39372805_90310446_2_0_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=39372805_90310446_2_0_0__52020&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1MnzOp7zK&from=searchresults
;highlight_room=#hotelTmpl"
"منازل الجميرة للشقق الفندقية","Jeddah Show on map","SAR 182","1 night, 1 adult","One-Bedroom Apartment","2 beds
(1 extra-large double, 1 sofa bed)","8.0","Very good","43 reviews","/hotel/sa/manazil-aljumeira.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=691364902_295702957_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=270&highlighted_blocks=691364902_295702957_2_0_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=691364902_295702957_2_0_0__18170&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1rARhDr4D&from=searchresults
;highlight_room=#hotelTmpl"
"E1 Hotel","Al Kharj Show on map","SAR 300","1 night, 1 adult","Deluxe Apartment","1 extra-large double bed","7.3","Good","97 reviews","/hotel/sa/lywn-lljnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=555386204_206569017_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=271&highlighted_blocks=555386204_206569017_2_0_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=555386204_206569017_2_0_0__30000&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v181chzJZ5&from=searchresults
;highlight_room=#hotelTmpl"
"Makkah Hotel","Makkah Show on map","SAR 450","1 night, 1 adult","1 King Guestroom","1 large double bed","8.7","Fabulous","4,506 reviews","/hotel/sa/makkah-hotel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=4591539_334246035_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=272&highlighted_blocks=4591539_334246035_2_42_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=4591539_334246035_2_42_0__45030&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1V4DvQdpC&from=searchresults
;highlight_room=#hotelTmpl"
"منازل الساهر للوحدات السكنية فرع 2","Al Qunfudhah Show on map","SAR 250","1 night, 1 adult","One-Bedroom Apartment","2 beds
(1 double, 1 sofa bed)","7.0","Good","38 reviews","/hotel/sa/mnzl-lshr-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=610331103_238962042_4_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=273&highlighted_blocks=610331103_238962042_4_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=610331103_238962042_4_0_0__25000&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1DR-v9Yg0&from=searchresults
;highlight_room=#hotelTmpl"
"Dara Al Salam","Al Salamah, Jeddah Show on map","SAR 467","1 night, 1 adult","Suite Studio","1 extra-large double bed","9.0","Superb","1,438 reviews","/hotel/sa/shada-suites-zahra.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=119132201_90310461_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=274&highlighted_blocks=119132201_90310461_2_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=119132201_90310461_2_0_0__46686&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1hkKmfIKS&from=searchresults
;highlight_room=#hotelTmpl"
"Enwan Suites Hotel","Al Jubail Show on map","SAR 199","1 night, 1 adult","King Studio","1 large double bed","8.3","Very good","12 reviews","/hotel/sa/enwan-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=732980101_326697610_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=275&highlighted_blocks=732980101_326697610_2_0_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=732980101_326697610_2_0_0__19900&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1Cj_3JvxK&from=searchresults
;highlight_room=#hotelTmpl"
